Potra	Potri	AT_best_hit	AT_Gene_Names	AT_description
Potra2n739s36640	Potri.001G043900	AT5G57940	ATCNGC5	ATCNGC5
Potra2n391s35517	Potri.001G043900	AT1G19780	ATCNGC8	ATCNGC8
Potra2n391s35526	Potri.001G043900	AT1G19780	ATCNGC8	ATCNGC8
Potra2n420s35610	Potri.001G043900	AT1G19780	ATCNGC8	ATCNGC8
Potra2n420s35611	Potri.001G043900	AT1G19780	ATCNGC8	ATCNGC8
Potra2n3c6830	Potri.001G044000	AT1G73060	ATLPA3	ATLPA3
Potra2n420s35609	Potri.001G044000	AT1G73060	ATLPA3	ATLPA3
Potra2n420s35608	Potri.001G044100	AT2G23060	None	AT2G23060
Potra2n1c363	Potri.001G044200	AT1G80860	ATPLMT	ATPLMT
Potra2n1c364	Potri.001G044300	AT1G15980	ATPnsB1	ATPnsB1
Potra2n1c365	Potri.001G044401	AT1G15970	None	AT1G15970
Potra2n1c366	Potri.001G044500	AT1G80840	ATWRKY40	ATWRKY40
Potra2n1c368	Potri.001G044600	None	None	None
Potra2n3c6836	Potri.001G044600	None	None	None
Potra2n3c6838	Potri.001G044600	None	None	None
Potra2n1c367	Potri.001G044700	AT4G21090	ATMFDX2	ATMFDX2
Potra2n1c369	Potri.001G044800	None	None	None
Potra2n1c370	Potri.001G044900	AT1G15960	ATNRAMP6	ATNRAMP6
Potra2n1c371	Potri.001G045100	AT1G15950	ATCCR1	ATCCR1
Potra2n1c372	Potri.001G046000	AT3G50160	None	AT3G50160
Potra2n1c374	Potri.001G046100	AT1G15950	ATCCR1	ATCCR1
Potra2n1c376	Potri.001G046100	AT1G15950	ATCCR1	ATCCR1
Potra2n1c378	Potri.001G046700	AT2G32070	ATCAF1K	ATCAF1K
Potra2n1c379	Potri.001G046800	AT1G80760	ATNIP6;1	ATNIP6;1
Potra2n1c380	Potri.001G046900	AT1G15900	None	AT1G15900
Potra2n1c381	Potri.001G047100	AT1G15880	ATGOS11	ATGOS11
Potra2n1c382	Potri.001G047200	AT1G76280	None	AT1G76280
Potra2n1c383	Potri.001G047400	AT1G80750	ATRPL7A	ATRPL7A
Potra2n1c384	Potri.001G047500	AT5G10970	None	AT5G10970
Potra2n1c385	Potri.001G047600	AT1G15870	None	AT1G15870
Potra2n1c386	Potri.001G047800	AT1G80690	None	AT1G80690
Potra2n1c387	Potri.001G047900	AT1G15860	None	AT1G15860
Potra2n1c388	Potri.001G048000	AT1G80680	ATSAR3	ATSAR3
Potra2n1c389	Potri.001G048100	AT1G80670	ATRAE1	ATRAE1
Potra2n413s35571	Potri.001G048100	AT1G80670	ATRAE1	ATRAE1
Potra2n1c390	Potri.001G048200	AT5G25190	ATESE3	ATESE3
Potra2n1c391	Potri.001G048300	AT1G80660	ATHA9	ATHA9
Potra2n1c392	Potri.001G048500	AT1G80640	None	AT1G80640
Potra2n1c394	Potri.001G048700	AT1G15520	ATABCG40	ATABCG40
Potra2n1c395	Potri.001G048700	AT1G15520	ATABCG40	ATABCG40
Potra2n1c396	Potri.001G048900	AT1G15520	ATABCG40	ATABCG40
Potra2n3c6824	Potri.001G048900	AT1G15520	ATABCG40	ATABCG40
Potra2n1c397	Potri.001G049100	AT1G78955	ATCAMS1	ATCAMS1
Potra2n1c399	Potri.001G049400	AT2G32700	ATLUH	ATLUH
Potra2n1c403	Potri.001G049700	None	None	None
Potra2n1c404	Potri.001G049800	AT3G24160	ATPMP	ATPMP
Potra2n1c406	Potri.001G049900	AT4G13670	ATPTAC5	ATPTAC5
Potra2n1c405	Potri.001G050000	AT3G24170	ATGR1	ATGR1
Potra2n1c407	Potri.001G050100	AT2G02360	ATPP2-B10	ATPP2-B10
Potra2n1c408	Potri.001G050200	AT2G33100	ATCSLD1	ATCSLD1
Potra2n1c409	Potri.001G050300	AT1G04730	ATCTF18	ATCTF18
Potra2n1c410	Potri.001G050400	AT1G04760	ATVAMP726	ATVAMP726
Potra2n1c411	Potri.001G050600	AT1G04770	ATSDI2	ATSDI2
Potra2n1c412	Potri.001G050700	AT3G24190	ATABC1K6	ATABC1K6
Potra2n1c413	Potri.001G050900	AT3G04280	ATRR22	ATRR22
Potra2n1c414	Potri.001G051000	AT3G04280	ATRR22	ATRR22
Potra2n1c415	Potri.001G051200	AT3G24200	ATCOQ6	ATCOQ6
Potra2n1c416	Potri.001G051300	None	None	None
Potra2n1c417	Potri.001G051400	AT1G04780	None	AT1G04780
Potra2n1c418	Potri.001G051500	AT5G13930	ATTT4	ATTT4
Potra2n1c419	Potri.001G051600	AT5G13930	ATTT4	ATTT4
Potra2n1c420	Potri.001G051700	AT3G23940	ATDHAD	ATDHAD
Potra2n1c422	Potri.001G051900	AT2G33150	ATPKT3	ATPKT3
Potra2n3c6893	Potri.001G051900	AT2G33150	ATPKT3	ATPKT3
Potra2n1c423	Potri.001G052000	AT1G04700	ATRAF16	ATRAF16
Potra2n1c424	Potri.001G052100	AT1G04690	ATKAB1	ATKAB1
Potra2n502s35838	Potri.001G052100	AT1G04690	ATKAB1	ATKAB1
Potra2n1c425	Potri.001G052300	AT1G04680	None	AT1G04680
Potra2n1c426	Potri.001G052400	AT4G13720	None	AT4G13720
Potra2n1c427	Potri.001G052500	AT3G24240	ATRGFR1	ATRGFR1
Potra2n1c428	Potri.001G052500	AT3G24240	ATRGFR1	ATRGFR1
Potra2n1c429	Potri.001G052600	None	None	None
Potra2n1c430	Potri.001G052700	None	None	None
Potra2n1c431	Potri.001G052800	None	None	None
Potra2n3c6904	Potri.001G052800	None	None	None
Potra2n1c434	Potri.001G053100	AT3G24060	None	AT3G24060
Potra2n1c435	Potri.001G053300	AT3G24060	None	AT3G24060
Potra2n202s34928	Potri.001G053300	AT3G24060	None	AT3G24060
Potra2n202s34927	Potri.001G053400	AT2G33170	None	AT2G33170
Potra2n1c436	Potri.001G053400	AT5G63930	None	AT5G63930
Potra2n1c437	Potri.001G053500	AT3G24050	ATGATA1	ATGATA1
Potra2n202s34926	Potri.001G053500	AT3G24050	ATGATA1	ATGATA1
Potra2n1c438	Potri.001G053600	AT4G13590	ATBICAT2	ATBICAT2
Potra2n1c441	Potri.001G053700	None	None	None
Potra2n1c439	Potri.001G053800	AT3G24040	None	AT3G24040
Potra2n1c442	Potri.001G054000	AT3G24020	None	AT3G24020
Potra2n1c443	Potri.001G054100	AT4G13580	None	AT4G13580
Potra2n1c444	Potri.001G054200	None	None	None
Potra2n1c445	Potri.001G054400	AT3G23990	ATHSP60	ATHSP60
Potra2n1c446	Potri.001G054500	AT1G04630	ATMEE4	ATMEE4
Potra2n1c447	Potri.001G054600	AT5G60020	ATLAC17	ATLAC17
Potra2n1c448	Potri.001G054700	AT5G11860	ATSSP5	ATSSP5
Potra2n1c449	Potri.001G054800	AT1G74110	ATCYP78A10	ATCYP78A10
Potra2n1c450	Potri.001G054900	AT1G27390	ATTOM20-2	ATTOM20-2
Potra2n1c452	Potri.001G055000	AT5G43250	ATNF-YC13	ATNF-YC13
Potra2n1c451	Potri.001G055100	AT1G27920	ATMAP65-8	ATMAP65-8
Potra2n1c454	Potri.001G055300	AT1G67360	ATLDAP1	ATLDAP1
Potra2n1c455	Potri.001G055400	AT1G67350	None	AT1G67350
Potra2n1c456	Potri.001G055500	AT3G04280	ATRR22	ATRR22
Potra2n1c457	Potri.001G055600	AT5G26594	ATRR24	ATRR24
Potra2n1c458	Potri.001G055700	AT1G62940	ATACOS5	ATACOS5
Potra2n1c459	Potri.001G055900	AT5G43270	ATSPL2	ATSPL2
Potra2n3c6934	Potri.001G055900	AT5G43270	ATSPL2	ATSPL2
Potra2n1c460	Potri.001G056000	AT1G67325	None	AT1G67325
Potra2n1c461	Potri.001G056100	AT3G13060	ATECT5	ATECT5
Potra2n1c462	Potri.001G056200	AT1G27950	ATLTPG1	ATLTPG1
Potra2n1c463	Potri.001G056300	AT1G27930	ATAGM1	ATAGM1
Potra2n1c466	Potri.001G056600	AT5G43260	None	AT5G43260
Potra2n1c467	Potri.001G056700	AT3G61470	ATLHCA2	ATLHCA2
Potra2n1c469	Potri.001G056800	AT1G67340	None	AT1G67340
Potra2n1c470	Potri.001G057100	AT1G27340	ATLCR	ATLCR
Potra2n1c471	Potri.001G057200	AT2G25560	None	AT2G25560
Potra2n1c472	Potri.001G057350	None	None	None
Potra2n1c473	Potri.001G057400	AT1G27320	ATHK3	ATHK3
Potra2n1c475	Potri.001G057500	AT1G27310	ATNTF2A	ATNTF2A
Potra2n1c474	Potri.001G057700	AT1G27300	None	AT1G27300
Potra2n1c476	Potri.001G057800	AT1G67310	None	AT1G67310
Potra2n1c478	Potri.001G058100	AT1G27290	ATTMPU	ATTMPU
Potra2n1c481	Potri.001G058200	AT2G03710	ATSEP4	ATSEP4
Potra2n1c482	Potri.001G058400	AT1G24260	ATSEP3	ATSEP3
Potra2n1c483	Potri.001G058500	None	None	None
Potra2n1c484	Potri.001G058600	AT5G50570	ATSPL13A	ATSPL13A
Potra2n1c485	Potri.001G058700	AT1G24267	None	AT1G24267
Potra2n1c486	Potri.001G058800	AT5G13080	ATWRKY75	ATWRKY75
Potra2n1c487	Potri.001G058900	AT5G60740	ATABCG28	ATABCG28
Potra2n1c488	Potri.001G059000	AT1G27980	ATDPL1	ATDPL1
Potra2n1c489	Potri.001G059100	AT5G14090	ATLAZY1	ATLAZY1
Potra2n1c490	Potri.001G059400	AT1G24270	None	AT1G24270
Potra2n1c491	Potri.001G059500	AT1G27990	None	AT1G27990
Potra2n1c492	Potri.001G059700	AT5G13100	None	AT5G13100
Potra2n1c493	Potri.001G059800	None	None	None
Potra2n1c494	Potri.001G059900	AT5G13110	ATG6PD2	ATG6PD2
Potra2n1c496	Potri.001G060100	AT1G69040	ATACR4	ATACR4
Potra2n1c497	Potri.001G060200	AT5G13120	ATPnsl5	ATPnsl5
Potra2n1c498	Potri.001G060300	None	None	None
Potra2n1c499	Potri.001G060400	AT5G50760	ATSAUR55	ATSAUR55
Potra2n1c500	Potri.001G060500	AT5G13140	None	AT5G13140
Potra2n1c501	Potri.001G060600	AT3G02000	ATROXY1	ATROXY1
Potra2n1c502	Potri.001G060700	AT5G13150	ATEXO70C1	ATEXO70C1
Potra2n3c6985	Potri.001G060700	AT5G13150	ATEXO70C1	ATEXO70C1
Potra2n1c503	Potri.001G060800	AT5G13160	ATPBS1	ATPBS1
Potra2n1c504	Potri.001G060900	AT5G13170	ATSAG29	ATSAG29
Potra2n1c505	Potri.001G061000	AT5G43280	ATDCI1	ATDCI1
Potra2n1c506	Potri.001G061100	AT3G02040	ATSRG3	ATSRG3
Potra2n1c507	Potri.001G061200	AT5G13180	ATNoneC083	ATNoneC083
Potra2n1c508	Potri.001G061400	AT5G50850	ATMAB1	ATMAB1
Potra2n1c509	Potri.001G061500	AT2G33490	None	AT2G33490
Potra2n1c510	Potri.001G061600	AT5G21090	None	AT5G21090
Potra2n1c511	Potri.001G061700	AT1G71830	ATSERK1	ATSERK1
Potra2n1c512	Potri.001G061800	AT2G33500	ATBBX12	ATBBX12
Potra2n3c6996	Potri.001G061800	AT2G33500	ATBBX12	ATBBX12
Potra2n1c513	Potri.001G061900	AT5G13190	None	AT5G13190
Potra2n1c514	Potri.001G062000	AT2G33510	ATCFL1	ATCFL1
Potra2n1c517	Potri.001G062500	AT5G13220	ATPW220	ATPW220
Potra2n1c519	Potri.001G062700	AT5G13250	None	AT5G13250
Potra2n3c7011	Potri.001G062700	None	None	None
Potra2n1c520	Potri.001G062800	AT3G48800	None	AT3G48800
Potra2n1c521	Potri.001G062900	AT3G23690	ATCIL2	ATCIL2
Potra2n11c23325	Potri.001G063000	AT4G20970	None	AT4G20970
Potra2n1389s37024	Potri.001G063200	AT2G26560	ATPLA2A	ATPLA2A
Potra2n1c3977	Potri.001G063200	AT2G26560	ATPLA2A	ATPLA2A
Potra2n1c3982	Potri.001G063200	AT2G26560	ATPLA2A	ATPLA2A
Potra2n1389s37025	Potri.001G063300	AT1G74170	None	AT1G74170
Potra2n1396s37042	Potri.001G063400	None	None	None
Potra2n1416s37061	Potri.001G063400	None	None	None
Potra2n197s34846	Potri.001G063400	None	None	None
Potra2n380s35489	Potri.001G063400	None	None	None
Potra2n1c3984	Potri.001G064200	AT4G30110	ATHMA2	ATHMA2
Potra2n1c3970	Potri.001G064900	AT1G74190	ATRLP15	ATRLP15
Potra2n1c3978	Potri.001G064900	AT3G05660	ATRLP33	ATRLP33
Potra2n18c32039	Potri.001G064900	None	None	None
Potra2n1c3975	Potri.001G065300	AT1G74170	None	AT1G74170
Potra2n1c3979	Potri.001G065300	AT1G74170	None	AT1G74170
Potra2n547s35911	Potri.001G065300	AT1G74190	ATRLP15	ATRLP15
Potra2n1c522	Potri.001G065600	AT2G33540	ATCPL3	ATCPL3
Potra2n1c525	Potri.001G065700	None	None	None
Potra2n1c526	Potri.001G065800	AT5G13260	None	AT5G13260
Potra2n1c527	Potri.001G065900	AT1G28110	ATSCPL45	ATSCPL45
Potra2n3c7019	Potri.001G065900	AT1G28110	ATSCPL45	ATSCPL45
Potra2n1c528	Potri.001G066000	AT1G28100	None	AT1G28100
Potra2n1c529	Potri.001G066100	AT5G13270	ATRARE1	ATRARE1
Potra2n3c7021	Potri.001G066100	AT5G13270	ATRARE1	ATRARE1
Potra2n1c530	Potri.001G066200	AT5G62000	ATARF2	ATARF2
Potra2n1c531	Potri.001G066400	AT3G26740	ATCCL	ATCCL
Potra2n3c7026	Potri.001G066400	None	None	None
Potra2n1c532	Potri.001G066500	None	None	None
Potra2n1c533	Potri.001G066700	AT5G13290	ATCRN	ATCRN
Potra2n1c534	Potri.001G066800	AT5G13300	ATSFC	ATSFC
Potra2n1c535	Potri.001G066900	AT2G33550	ATASR3	ATASR3
Potra2n1c536	Potri.001G067000	AT1G17100	ATHBP1	ATHBP1
Potra2n1c537	Potri.001G067300	AT5G61960	ATML1	ATML1
Potra2n1c539	Potri.001G067400	AT1G28120	ATOTU1	ATOTU1
Potra2n1c540	Potri.001G067500	None	None	None
Potra2n1c541	Potri.001G067600	AT5G61890	ATERF114	ATERF114
Potra2n1c542	Potri.001G067700	AT1G57820	ATVIM1	ATVIM1
Potra2n1c543	Potri.001G067800	AT1G29880	None	AT1G29880
Potra2n1c545	Potri.001G067900	AT5G13430	ATRISP	ATRISP
Potra2n1c544	Potri.001G068000	AT1G01630	None	AT1G01630
Potra2n3c7039	Potri.001G068000	AT1G01630	None	AT1G01630
Potra2n1c546	Potri.001G068100	AT1G27440	ATGUT2	ATGUT2
Potra2n1c547	Potri.001G068200	AT5G13420	ATTRA2	ATTRA2
Potra2n1c548	Potri.001G068300	AT5G13410	None	AT5G13410
Potra2n3c7043	Potri.001G068300	AT5G13410	None	AT5G13410
Potra2n1c549	Potri.001G068400	AT1G11680	ATCYP51G1	ATCYP51G1
Potra2n1c550	Potri.001G068500	AT5G64680	None	AT5G64680
Potra2n1c551	Potri.001G068600	AT5G13400	None	AT5G13400
Potra2n1c552	Potri.001G068700	AT5G38895	None	AT5G38895
Potra2n1c553	Potri.001G068900	AT5G13390	None	AT5G13390
Potra2n1c554	Potri.001G069000	AT1G28130	ATGH3.17	ATGH3.17
Potra2n1c555	Potri.001G069100	AT3G61110	ATRS27A	ATRS27A
Potra2n3c7048	Potri.001G069100	AT3G61110	ATRS27A	ATRS27A
Potra2n6c13651	Potri.001G069100	AT3G61110	ATRS27A	ATRS27A
Potra2n1c558	Potri.001G069300	AT1G28160	None	AT1G28160
Potra2n1c559	Potri.001G069501	AT1G20780	ATSAUL1	ATSAUL1
Potra2n1c562	Potri.001G069900	AT3G60080	ATBTL13	ATBTL13
Potra2n1c563	Potri.001G070100	AT3G26935	None	AT3G26935
Potra2n1c564	Potri.001G070200	AT5G32450	ATBPL4	ATBPL4
Potra2n1c566	Potri.001G070400	AT3G16510	None	AT3G16510
Potra2n1c567	Potri.001G070500	AT1G44900	ATMCM2	ATMCM2
Potra2n1c568	Potri.001G070700	AT1G28190	None	AT1G28190
Potra2n1c569	Potri.001G070800	AT1G44960	None	AT1G44960
Potra2n3c7060	Potri.001G070800	AT1G44960	None	AT1G44960
Potra2n1c570	Potri.001G070900	AT5G47910	ATRBOHD	ATRBOHD
Potra2n1c571	Potri.001G071000	AT5G13870	ATXTH5	ATXTH5
Potra2n1c572	Potri.001G071100	AT1G09590	ATEL21Z	ATEL21Z
Potra2n1c573	Potri.001G071300	AT3G50120	None	AT3G50120
Potra2n1c574	Potri.001G071500	AT5G47900	None	AT5G47900
Potra2n1c575	Potri.001G071900	AT5G47890	None	AT5G47890
Potra2n3c7068	Potri.001G071900	AT5G47890	None	AT5G47890
Potra2n1c576	Potri.001G072000	AT3G26618	ATERF1-3	ATERF1-3
Potra2n1c577	Potri.001G072100	AT1G09760	ATU2A	ATU2A
Potra2n1c578	Potri.001G072200	AT3G51980	None	AT3G51980
Potra2n3c7072	Potri.001G072200	AT3G51980	None	AT3G51980
Potra2n1c579	Potri.001G072300	AT5G47870	ATRAD52-2	ATRAD52-2
Potra2n1c580	Potri.001G072400	AT5G47860	None	AT5G47860
Potra2n1c582	Potri.001G072500	AT4G38040	None	AT4G38040
Potra2n1c581	Potri.001G072600	AT5G11680	None	AT5G11680
Potra2n1c583	Potri.001G072700	AT5G59610	None	AT5G59610
Potra2n1c584	Potri.001G072800	AT3G46740	ATTOC75-III	ATTOC75-III
Potra2n1c586	Potri.001G073000	AT5G44600	None	AT5G44600
Potra2n1c587	Potri.001G073100	AT1G30820	ATCTPS1	ATCTPS1
Potra2n1c588	Potri.001G073300	AT1G30825	ATDIS2	ATDIS2
Potra2n1c590	Potri.001G073350	None	None	None
Potra2n1c589	Potri.001G073400	AT4G20300	None	AT4G20300
Potra2n1c591	Potri.001G073500	AT4G20280	ATTAF11	ATTAF11
Potra2n3c7082	Potri.001G073500	AT4G20280	ATTAF11	ATTAF11
Potra2n1c593	Potri.001G073600	AT4G20270	ATBAM3	ATBAM3
Potra2n1c594	Potri.001G073700	AT3G13440	ATNRF1	ATNRF1
Potra2n3c7084	Potri.001G073700	AT3G13440	ATNRF1	ATNRF1
Potra2n1c595	Potri.001G073800	AT2G34900	ATIMB1	ATIMB1
Potra2n1c596	Potri.001G073900	AT4G20260	ATPCAP1	ATPCAP1
Potra2n1c597	Potri.001G074000	AT5G44635	ATMCM6	ATMCM6
Potra2n3c7086	Potri.001G074000	AT5G44635	ATMCM6	ATMCM6
Potra2n1c598	Potri.001G074100	AT1G30840	ATPUP4	ATPUP4
Potra2n1c599	Potri.001G074200	AT5G44650	ATCEST	ATCEST
Potra2n1c600	Potri.001G074400	AT3G26430	ATGGL20	ATGGL20
Potra2n1c601	Potri.001G074600	AT4G20170	ATGALS3	ATGALS3
Potra2n1c602	Potri.001G074700	AT5G44680	None	AT5G44680
Potra2n1c603	Potri.001G074800	AT2G34920	None	AT2G34920
Potra2n1c604	Potri.001G074901	AT4G20150	None	AT4G20150
Potra2n3c7092	Potri.001G074901	AT4G20150	None	AT4G20150
Potra2n1c605	Potri.001G075201	None	None	None
Potra2n1c606	Potri.001G075300	AT5G17370	None	AT5G17370
Potra2n1c607	Potri.001G075400	AT3G12720	ATMYB67	ATMYB67
Potra2n1c608	Potri.001G075500	AT5G45680	ATFKBP13	ATFKBP13
Potra2n1c609	Potri.001G075600	AT1G30900	ATVSR6	ATVSR6
Potra2n3c7100	Potri.001G075600	AT1G30900	ATVSR6	ATVSR6
Potra2n1c610	Potri.001G075700	AT4G20090	ATEMB1025	ATEMB1025
Potra2n1c611	Potri.001G075800	AT3G57430	ATOTP84	ATOTP84
Potra2n1c612	Potri.001G075900	AT4G20090	ATEMB1025	ATEMB1025
Potra2n1c613	Potri.001G076100	AT2G34960	ATCAT5	ATCAT5
Potra2n14c27839	Potri.001G076200	AT3G47630	ATCDS6	ATCDS6
Potra2n1c614	Potri.001G076200	AT3G47630	ATCDS6	ATCDS6
Potra2n1c615	Potri.001G076400	None	None	None
Potra2n1c616	Potri.001G076500	None	None	None
Potra2n1c619	Potri.001G076800	None	None	None
Potra2n1c620	Potri.001G076800	None	None	None
Potra2n1c617	Potri.001G077100	None	None	None
Potra2n1c623	Potri.001G077200	None	None	None
Potra2n1c624	Potri.001G077300	None	None	None
Potra2n1c625	Potri.001G077400	None	None	None
Potra2n1c626	Potri.001G077600	None	None	None
Potra2n1c627	Potri.001G077900	None	None	None
Potra2n1c629	Potri.001G078200	None	None	None
Potra2n1c630	Potri.001G078300	None	None	None
Potra2n1c631	Potri.001G078400	None	None	None
Potra2n1c632	Potri.001G078500	AT1G02410	ATCOX11	ATCOX11
Potra2n1c633	Potri.001G078600	AT1G33410	ATSAR1	ATSAR1
Potra2n1c634	Potri.001G078700	AT2G02370	None	AT2G02370
Potra2n1c635	Potri.001G078800	AT4G24250	ATMLO13	ATMLO13
Potra2n1c636	Potri.001G078900	AT5G49720	ATGH9A1	ATGH9A1
Potra2n1c637	Potri.001G079000	AT5G49730	ATFRO6	ATFRO6
Potra2n1c639	Potri.001G079100	AT5G07590	None	AT5G07590
Potra2n1c640	Potri.001G079201	None	None	None
Potra2n1c641	Potri.001G079300	AT2G44900	ATARABIDILLO-1	ATARABIDILLO-1
Potra2n1c642	Potri.001G079400	AT5G51180	None	AT5G51180
Potra2n1c643	Potri.001G079600	AT5G07580	ATERF106	ATERF106
Potra2n1c644	Potri.001G079800	AT5G51190	ATERF105	ATERF105
Potra2n1c646	Potri.001G079900	AT4G17500	ATERF-1	ATERF-1
Potra2n1c647	Potri.001G080000	AT2G25890	None	AT2G25890
Potra2n1c648	Potri.001G080100	AT5G07500	ATPEI1	ATPEI1
Potra2n1c649	Potri.001G080200	AT5G51230	ATEMF2	ATEMF2
Potra2n3c7137	Potri.001G080200	AT5G51230	ATEMF2	ATEMF2
Potra2n1c650	Potri.001G080300	AT5G61620	None	AT5G61620
Potra2n1c651	Potri.001G080400	AT1G02130	ATRA-5	ATRA-5
Potra2n1c652	Potri.001G080500	AT5G61630	None	AT5G61630
Potra2n1c653	Potri.001G080600	AT5G07480	ATKUOX1	ATKUOX1
Potra2n1c654	Potri.001G080700	AT5G07475	None	AT5G07475
Potra2n3c7143	Potri.001G080700	None	None	None
Potra2n1c656	Potri.001G080900	AT2G43000	ATNoneC042	ATNoneC042
Potra2n1c658	Potri.001G081100	AT3G06260	ATGATL4	ATGATL4
Potra2n1c659	Potri.001G081200	AT1G17500	ATALA4	ATALA4
Potra2n3c7148	Potri.001G081200	AT1G17500	ATALA4	ATALA4
Potra2n1c660	Potri.001G081300	AT1G80245	None	AT1G80245
Potra2n1c661	Potri.001G081400	AT1G31320	ATLBD4	ATLBD4
Potra2n1c662	Potri.001G081500	AT1G31330	ATPSAF	ATPSAF
Potra2n3c7151	Potri.001G081500	AT1G31330	ATPSAF	ATPSAF
Potra2n1c663	Potri.001G081600	AT4G19600	ATCYCT1;4	ATCYCT1;4
Potra2n1c664	Potri.001G081900	AT1G22860	ATVPS3	ATVPS3
Potra2n1c665	Potri.001G082000	AT5G16950	None	AT5G16950
Potra2n1c666	Potri.001G082100	AT5G16780	ATDOT2	ATDOT2
Potra2n3c7153	Potri.001G082100	AT5G16780	ATDOT2	ATDOT2
Potra2n1c667	Potri.001G082150	AT2G38970	None	AT2G38970
Potra2n1c668	Potri.001G082200	AT5G48655	ATSTUBL1	ATSTUBL1
Potra2n1c671	Potri.001G082332	AT1G31335	None	AT1G31335
Potra2n1c672	Potri.001G082400	AT4G24120	ATYSL1	ATYSL1
Potra2n1c673	Potri.001G082500	AT4G24110	ATHUP40	ATHUP40
Potra2n1c674	Potri.001G082600	AT1G64690	None	AT1G64690
Potra2n1c675	Potri.001G082700	AT4G24150	ATGRF8	ATGRF8
Potra2n1c676	Potri.001G082800	None	None	None
Potra2n1c677	Potri.001G082900	AT1G56130	ATIGP2	ATIGP2
Potra2n1c678	Potri.001G082900	AT1G56130	ATIGP2	ATIGP2
Potra2n1c679	Potri.001G082900	AT1G56130	ATIGP2	ATIGP2
Potra2n11c23114	Potri.001G082900	AT1G56140	ATIGP4	ATIGP4
Potra2n1c680	Potri.001G083100	AT5G42090	AT7TM4	AT7TM4
Potra2n1c681	Potri.001G083200	AT1G02800	ATCEL2	ATCEL2
Potra2n3c7161	Potri.001G083200	AT1G02800	ATCEL2	ATCEL2
Potra2n1c682	Potri.001G083300	AT1G64680	ATD27-LIKE1	ATD27-LIKE1
Potra2n1c683	Potri.001G083400	AT4G24140	None	AT4G24140
Potra2n3c7163	Potri.001G083400	AT4G24140	None	AT4G24140
Potra2n1c685	Potri.001G083500	AT4G00870	ATBHLH14	ATBHLH14
Potra2n1c686	Potri.001G083600	AT1G14430	ATGOXL5	ATGOXL5
Potra2n1c687	Potri.001G083700	AT2G46680	ATHB-7	ATHB-7
Potra2n3c7167	Potri.001G083700	AT2G46680	ATHB-7	ATHB-7
Potra2n1c688	Potri.001G083800	AT1G26665	ATMED10B	ATMED10B
Potra2n1c689	Potri.001G083900	AT3G61880	ATCYP78A9	ATCYP78A9
Potra2n1c690	Potri.001G084000	AT1G64660	ATMGL	ATMGL
Potra2n3c7169	Potri.001G084000	AT1G64660	ATMGL	ATMGL
Potra2n1c691	Potri.001G084200	AT4G24130	ATSVB5	ATSVB5
Potra2n1c692	Potri.001G084300	AT5G41940	None	AT5G41940
Potra2n1c693	Potri.001G084400	AT4G24120	ATYSL1	ATYSL1
Potra2n1c694	Potri.001G084500	AT4G24090	None	AT4G24090
Potra2n1c695	Potri.001G084700	AT4G24100	None	AT4G24100
Potra2n1c697	Potri.001G084800	AT5G01980	ATBTL16	ATBTL16
Potra2n1c700	Potri.001G085100	AT1G64640	ATENODL8	ATENODL8
Potra2n1c699	Potri.001G085200	AT4G10760	ATMTA	ATMTA
Potra2n1c701	Potri.001G085400	AT4G27745	None	AT4G27745
Potra2n1c702	Potri.001G085500	AT5G41990	ATWNK8	ATWNK8
Potra2n1c703	Potri.001G085600	AT4G10790	ATPUX10	ATPUX10
Potra2n1c705	Potri.001G085900	AT4G00910	None	AT4G00910
Potra2n1c706	Potri.001G086000	AT2G27230	ATLHW	ATLHW
Potra2n1c708	Potri.001G086100	AT3G05675	None	AT3G05675
Potra2n1c709	Potri.001G086300	AT5G42000	ATORM2	ATORM2
Potra2n1c710	Potri.001G086400	AT4G24060	ATVDOF1	ATVDOF1
Potra2n1c711	Potri.001G086600	AT5G42010	None	AT5G42010
Potra2n1c712	Potri.001G086700	AT2G47460	ATMYB12	ATMYB12
Potra2n1c713	Potri.001G086800	AT1G64600	ATMS22	ATMS22
Potra2n1c714	Potri.001G086900	AT4G24050	None	AT4G24050
Potra2n1c715	Potri.001G087100	AT4G24040	ATTRE1	ATTRE1
Potra2n1c716	Potri.001G087200	AT4G10810	None	AT4G10810
Potra2n3c7197	Potri.001G087200	AT4G10810	None	AT4G10810
Potra2n1c717	Potri.001G087300	AT1G64550	ATABCF3	ATABCF3
Potra2n1c718	Potri.001G087400	AT1G55090	None	AT1G55090
Potra2n1c719	Potri.001G087500	AT5G28540	ATBIP1	ATBIP1
Potra2n1c720	Potri.001G087600	AT3G23920	ATBAM1	ATBAM1
Potra2n1c721	Potri.001G087701	None	None	None
Potra2n1c722	Potri.001G087800	AT4G10840	ATKLCR1	ATKLCR1
Potra2n1c723	Potri.001G087900	AT4G24020	ATNLP7	ATNLP7
Potra2n1c724	Potri.001G088000	AT5G63610	ATCDKE;1	ATCDKE;1
Potra2n1c725	Potri.001G088100	AT3G49290	ATABIL2	ATABIL2
Potra2n1c726	Potri.001G088200	AT1G64520	ATRPN12a	ATRPN12a
Potra2n1c727	Potri.001G088300	AT1G64510	ATPRPS6	ATPRPS6
Potra2n1c729	Potri.001G088600	AT4G23980	ATARF9	ATARF9
