X,baseMean,log2FoldChange,padj,timepoint,level in KNO3,description,kegg_description,atg_description,go_description,pfam_description,t_factor
Potra2n1c1543,272.3063611,-0.788636335,0.026599119,KNO3_2h_vs_KCL_2h,Downregulated,"sp|Q8SUG0|NTT3_ENCCU ADP,ATP carrier protein 3 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=NTT3 PE=1 SV=1",0,AT1G80300-nucleotide transporter 1 nucleotide transporter 1,GO:0016021-integral component of membrane;GO:0006862-nucleotide transport;GO:0005471-ATP:ADP antiporter activity,PF03219-TLC ATP/ADP transporter;PF03219-TLC ATP/ADP transporter,No
Potra2n6c14908,131.7670468,-0.781788551,0.022362428,KNO3_2h_vs_KCL_2h,Downregulated,sp|P45306|PRC_HAEIN Tail-specific protease OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=prc PE=3 SV=1,0,AT3G57680-Peptidase S41 family protein Peptidase S41 family protein,GO:0006508-proteolysis;GO:0005515-protein binding;GO:0008236-serine-type peptidase activity,PF03572-Peptidase family S41;PF00595-PDZ domain,No
Potra2n18c32773,1112.583539,-0.76896407,4.87E-12,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q65XS5|BC10_ORYSJ Glycosyltransferase BC10 OS=Oryza sativa subsp. japonica OX=39947 GN=BC10 PE=1 SV=1,0,"AT5G11730-Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",GO:0008375-acetylglucosaminyltransferase activity;GO:0016020-membrane,PF02485-Core-2/I-Branching enzyme,No
Potra2n13c26175,472.4404952,-0.767816727,0.00665832,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q54JW5|SWET1_DICDI Sugar transporter SWEET1 OS=Dictyostelium discoideum OX=44689 GN=slc50a1 PE=2 SV=1,0,AT4G15920-Nodulin MtN3 family protein Nodulin MtN3 family protein,GO:0016021-integral component of membrane,PF03083-Sugar efflux transporter for intercellular exchange;PF03083-Sugar efflux transporter for intercellular exchange,No
Potra2n17c31139,462.6685983,-0.757808366,4.59E-08,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q8LEA8|EID1_ARATH Phytochrome A-associated F-box protein OS=Arabidopsis thaliana OX=3702 GN=EID1 PE=1 SV=2,0,AT5G39360-EID1-like 2 EID1-like 2,GO:0005515-protein binding,0,No
Potra2n11c23103,88.38551694,-0.753575332,0.045312479,KNO3_2h_vs_KCL_2h,Downregulated,None available,0,AT1G29790-S-adenosyl-L-methionine-dependent methyltransferases superfamily protein S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,GO:0008168-methyltransferase activity,PF03141-Putative S-adenosyl-L-methionine-dependent methyltransferase,No
Potra2n14c26888,223.2080491,-0.75144451,0.000125599,KNO3_2h_vs_KCL_2h,Downregulated,sp|A5W6I8|PDXB_PSEP1 Erythronate-4-phosphate dehydrogenase OS=Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1) OX=351746 GN=pdxB PE=3 SV=1,0,AT2G45630-D-isomer specific 2-hydroxyacid dehydrogenase family protein D-isomer specific 2-hydroxyacid dehydrogenase family protein,"GO:0051287-NAD binding;GO:0055114-oxidation-reduction process;GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","PF00389-D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain;PF02826-D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",No
Potra2n1c3373,554.1337568,-0.751171852,6.48E-05,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q9FH80|BAM8_ARATH Beta-amylase 8 OS=Arabidopsis thaliana OX=3702 GN=BAM8 PE=1 SV=1,0,AT1G78700-BES1/BZR1 homolog 4 BES1/BZR1 homolog 4,"GO:0003700-DNA binding transcription factor activity;GO:0009742-brassinosteroid mediated signaling pathway;GO:0006351-transcription, DNA-templated","PF05687-BES1/BZR1 plant transcription factor, N-terminal",BES/BZR
Potra2n13c25503,316.9326406,-0.741332563,1.13E-05,KNO3_2h_vs_KCL_2h,Downregulated,sp|P91143|ABH51_CAEEL Abhydrolase domain-containing protein abhd-5.1 OS=Caenorhabditis elegans OX=6239 GN=abhd-5.1 PE=3 SV=2,0,AT3G10840-alpha/beta-Hydrolases superfamily protein alpha/beta-Hydrolases superfamily protein,GO:0003824-catalytic activity,PF12697-Alpha/beta hydrolase family,No
Potra2n9c18902,701.5406194,-0.737153559,0.000803144,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q5SR56|MF14B_HUMAN Hippocampus abundant transcript-like protein 1 OS=Homo sapiens OX=9606 GN=MFSD14B PE=2 SV=3,0,AT5G42210-Major facilitator superfamily protein Major facilitator superfamily protein,GO:0055085-transmembrane transport;GO:0005887-integral component of plasma membrane,PF07690-Major Facilitator Superfamily,No
Potra2n2c5418,423.0492316,-0.736602212,0.01404352,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q2U0Q1|RGLA_ASPOR Probable rhamnogalacturonate lyase A OS=Aspergillus oryzae (strain ATCC 42149 / RIB 40) OX=510516 GN=rglA PE=3 SV=1,0,AT4G24430-Rhamnogalacturonate lyase family protein Rhamnogalacturonate lyase family protein,GO:0003824-catalytic activity;GO:0005975-carbohydrate metabolic process;GO:0030246-carbohydrate binding,"PF06045-Rhamnogalacturonate lyase family;PF06045-Rhamnogalacturonate lyase family;PF06045-Rhamnogalacturonate lyase family;PF14683-Polysaccharide lyase family 4, domain III;PF14683-Polysaccharide lyase family 4, domain III;PF14686-Polysaccharide lyase family 4, domain II;PF14686-Polysaccharide lyase family 4, domain II",No
Potra2n1c2159,162.0210636,-0.731892462,0.040049806,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q4LAB0|MCO_STAHJ Multicopper oxidase mco OS=Staphylococcus haemolyticus (strain JCSC1435) OX=279808 GN=mco PE=3 SV=2,0,AT2G38080-Laccase/Diphenol oxidase family protein Laccase/Diphenol oxidase family protein,GO:0052716-hydroquinone:oxygen oxidoreductase activity;GO:0048046-apoplast;GO:0046274-lignin catabolic process;GO:0005507-copper ion binding;GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,PF07731-Multicopper oxidase;PF00394-Multicopper oxidase;PF07732-Multicopper oxidase,No
Potra2n13c25572,953.477273,-0.731701254,0.000493073,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q46817|GHXQ_ECOLI Guanine/hypoxanthine permease GhxQ OS=Escherichia coli (strain K12) OX=83333 GN=ghxQ PE=1 SV=2,0,AT3G10960-AZA-guanine resistant1 AZA-guanine resistant1,GO:0022857-transmembrane transporter activity;GO:0016020-membrane;GO:0055085-transmembrane transport,PF00860-Permease family,No
Potra2n14c27753,249.4063096,-0.729883578,0.020351183,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q25537|G6PD_SARBU Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Sarcophaga bullata OX=7385 GN=ZW PE=2 SV=1,1.1.1.49;1.1.1.49,AT5G35790-glucose-6-phosphate dehydrogenase 1 glucose-6-phosphate dehydrogenase 1,"GO:0004345-glucose-6-phosphate dehydrogenase activity;GO:0006006-glucose metabolic process;GO:0016614-oxidoreductase activity, acting on CH-OH group of donors;GO:0050661-NADP binding;GO:0055114-oxidation-reduction process","PF00479-Glucose-6-phosphate dehydrogenase, NAD binding domain;PF02781-Glucose-6-phosphate dehydrogenase, C-terminal domain",No
Potra2n5c11354,209.2550567,-0.726755438,0.039563037,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q8LGS1|MARD1_ARATH Protein MARD1 OS=Arabidopsis thaliana OX=3702 GN=MARD1 PE=1 SV=2,0,AT1G22160-senescence-associated family protein (DUF581) senescence-associated family protein (DUF581),0,"PF04570-zinc-finger of the FCS-type, C2-C2",No
Potra2n19c33603,73.91300771,-0.722177323,0.015541876,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q84MQ9|NSP1_ORYSJ Protein NODULATION SIGNALING PATHWAY 1 OS=Oryza sativa subsp. japonica OX=39947 GN=NSP1 PE=2 SV=1,0,AT3G54220-GRAS family transcription factor GRAS family transcription factor,0,PF03514-GRAS domain family,GRAS
Potra2n8c18012,1528.243497,-0.717038801,2.48E-06,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q06221|TH11_TRYBB Glucose transporter 1B/1C/1D/1F/2B OS=Trypanosoma brucei brucei OX=5702 GN=THT1B PE=2 SV=1,0,AT5G26340-Major facilitator superfamily protein Major facilitator superfamily protein,GO:0022857-transmembrane transporter activity;GO:0016020-membrane;GO:0016021-integral component of membrane;GO:0055085-transmembrane transport,PF00083-Sugar (and other) transporter,No
Potra2n1c947,1309.715719,-0.715246436,5.16E-17,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q6L233|Y384_PICTO UPF0219 protein PTO0384 OS=Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828) OX=263820 GN=PTO0384 PE=3 SV=1,2.3.3.10;2.3.3.10;2.3.3.10;2.3.3.10,AT4G11820-hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase,GO:0004421-hydroxymethylglutaryl-CoA synthase activity;GO:0008299-isoprenoid biosynthetic process;GO:0003824-catalytic activity,PF08540-Hydroxymethylglutaryl-coenzyme A synthase C terminal;PF01154-Hydroxymethylglutaryl-coenzyme A synthase N terminal,No
Potra2n9c19762,2212.045322,-0.714508584,2.10E-12,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q4R8H2|DNJC2_MACFA DnaJ homolog subfamily C member 2 OS=Macaca fascicularis OX=9541 GN=DNAJC2 PE=2 SV=1,0,AT5G58900-Homeodomain-like transcriptional regulator Homeodomain-like transcriptional regulator,GO:0003677-DNA binding,PF00249-Myb-like DNA-binding domain,MYB-HB-like
Potra2n15c28359,170.9449876,-0.713953479,0.000374294,KNO3_2h_vs_KCL_2h,Downregulated,None available,0,AT1G67570-zinc finger CONSTANS-like protein (DUF3537) zinc finger CONSTANS-like protein (DUF3537),0,PF12056-Protein of unknown function (DUF3537),No
Potra2n19c33661,172.2466371,-0.705168902,0.001739269,KNO3_2h_vs_KCL_2h,Downregulated,sp|P24507|SY63_DIPOM Synaptotagmin-C OS=Diplobatis ommata OX=1870830 GN=P65-C PE=2 SV=1,0,AT1G22610-C2 calcium/lipid-binding plant phosphoribosyltransferase family protein C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,0,PF00168-C2 domain;PF00168-C2 domain;PF00168-C2 domain;PF00168-C2 domain;PF08372-Plant phosphoribosyltransferase C-terminal,No
Potra2n11c23333,2472.031531,-0.700364168,3.92E-05,KNO3_2h_vs_KCL_2h,Downregulated,"sp|Q10287|BGS1_SCHPO 1,3-beta-glucan synthase component bgs1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bgs1 PE=1 SV=1",2.4.1.34,AT4G04970-glucan synthase-like 1 glucan synthase-like 1,"GO:0003843-1,3-beta-D-glucan synthase activity;GO:0006075-(1->3)-beta-D-glucan biosynthetic process;GO:0016020-membrane;GO:0000148-1,3-beta-D-glucan synthase complex","PF14288-1,3-beta-glucan synthase subunit FKS1, domain-1;PF02364-1,3-beta-glucan synthase component",No
Potra2n18c32199,1329.163473,-0.697342438,0.0004519,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q820X3|MURG_COXBU UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Coxiella burnetii (strain RSA 493 / Nine Mile phase I) OX=227377 GN=murG PE=3 SV=1,2.4.1.227,AT5G20410-monogalactosyldiacylglycerol synthase 2 monogalactosyldiacylglycerol synthase 2,"GO:0016758-transferase activity, transferring hexosyl groups;GO:0009247-glycolipid biosynthetic process",PF06925-Monogalactosyldiacylglycerol (MGDG) synthase;PF04101-Glycosyltransferase family 28 C-terminal domain,No
Potra2n16c29788,265.7718995,-0.695144829,0.02942484,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q9SIA8|DIR10_ARATH Dirigent protein 10 OS=Arabidopsis thaliana OX=3702 GN=DIR10 PE=2 SV=1,0,AT1G58170-Disease resistance-responsive (dirigent-like protein) family protein Disease resistance-responsive (dirigent-like protein) family protein,0,PF03018-Dirigent-like protein,No
Potra2n14c27762,235.329914,-0.691601761,2.76E-05,KNO3_2h_vs_KCL_2h,Downregulated,sp|P80387|AAKB1_PIG 5'-AMP-activated protein kinase subunit beta-1 (Fragment) OS=Sus scrofa OX=9823 GN=PRKAB1 PE=1 SV=1,0,AT5G21170-5'-AMP-activated protein kinase beta-2 subunit protein 5'-AMP-activated protein kinase beta-2 subunit protein,GO:0005515-protein binding,"PF04739-5'-AMP-activated protein kinase beta subunit, interaction domain;PF16561-Glycogen recognition site of AMP-activated protein kinase",No
Potra2n1c2442,151.6029592,-0.682673527,0.003380872,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q9ZQX6|ETOL1_ARATH ETO1-like protein 1 OS=Arabidopsis thaliana OX=3702 GN=EOL1 PE=1 SV=1,0,AT3G51770-tetratricopeptide repeat (TPR)-containing protein tetratricopeptide repeat (TPR)-containing protein,GO:0005515-protein binding,PF13181-Tetratricopeptide repeat;PF13176-Tetratricopeptide repeat,BTB-POZ
Potra2n6c14625,1787.043508,-0.682410012,0.000816084,KNO3_2h_vs_KCL_2h,Downregulated,sp|P21216|IPYR2_ARATH Soluble inorganic pyrophosphatase 2 OS=Arabidopsis thaliana OX=3702 GN=PPA2 PE=2 SV=2,3.6.1.1,AT3G53620-pyrophosphorylase 4 pyrophosphorylase 4,GO:0005737-cytoplasm;GO:0006796-phosphate-containing compound metabolic process;GO:0000287-magnesium ion binding;GO:0004427-inorganic diphosphatase activity,0,No
Potra2n7c15538,183.1873636,-0.677620388,0.001536988,KNO3_2h_vs_KCL_2h,Downregulated,sp|F4JSE7|EDR2_ARATH Protein ENHANCED DISEASE RESISTANCE 2 OS=Arabidopsis thaliana OX=3702 GN=EDR2 PE=2 SV=1,0,0,0,0,No
Potra2n3c7091,84.46470328,-0.665989666,0.015026916,KNO3_2h_vs_KCL_2h,Downregulated,None available,0,AT2G34920-RING/U-box superfamily protein RING/U-box superfamily protein,0,"PF13920-Zinc finger, C3HC4 type (RING finger)",No
Potra2n8c16814,125.8001392,-0.662882572,0.00044431,KNO3_2h_vs_KCL_2h,Downregulated,sp|P70187|MF14A_MOUSE Hippocampus abundant transcript 1 protein OS=Mus musculus OX=10090 GN=Mfsd14a PE=2 SV=3,0,AT5G42210-Major facilitator superfamily protein Major facilitator superfamily protein,GO:0022857-transmembrane transporter activity;GO:0016021-integral component of membrane;GO:0055085-transmembrane transport;GO:0005887-integral component of plasma membrane,PF07690-Major Facilitator Superfamily,No
Potra2n2c4339,152.3861569,-0.661351876,0.046672023,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q7XR02|IBH1_ORYSJ Transcription factor IBH1 OS=Oryza sativa subsp. japonica OX=39947 GN=IBH1 PE=1 SV=2,0,AT2G43060-ILI1 binding bHLH 1 ILI1 binding bHLH 1,GO:0046983-protein dimerization activity,0,bHLH
Potra2n5c12157,332.75136,-0.657369167,0.011508242,KNO3_2h_vs_KCL_2h,Downregulated,"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1",1.3.3.6;1.3.3.6,AT5G65110-acyl-CoA oxidase 2 acyl-CoA oxidase 2,"GO:0006631-fatty acid metabolic process;GO:0006635-fatty acid beta-oxidation;GO:0016627-oxidoreductase activity, acting on the CH-CH group of donors;GO:0005777-peroxisome;GO:0071949-FAD binding;GO:0003997-acyl-CoA oxidase activity;GO:0055114-oxidation-reduction process","PF00441-Acyl-CoA dehydrogenase, C-terminal domain;PF02770-Acyl-CoA dehydrogenase, middle domain;PF01756-Acyl-CoA oxidase",No
Potra2n15c28733,110.4201811,-0.656106038,0.044556367,KNO3_2h_vs_KCL_2h,Downregulated,None available,0,AT1G13360-hypothetical protein hypothetical protein,0,0,No
Potra2n3c6783,2333.977372,-0.651850505,0.046394799,KNO3_2h_vs_KCL_2h,Downregulated,sp|A0A1R3RGK1|OTA2_ASPC5 Ochratoxin nonribosomal peptide synthetase OS=Aspergillus carbonarius (strain ITEM 5010) OX=602072 GN=OTAnrps PE=2 SV=1,0,AT1G51680-4-coumarate:CoA ligase 1 4-coumarate:CoA ligase 1,GO:0003824-catalytic activity,PF13193-AMP-binding enzyme C-terminal domain;PF00501-AMP-binding enzyme,No
Potra2n2c4795,130.1111414,-0.644492015,0.046447142,KNO3_2h_vs_KCL_2h,Downregulated,None available,0,AT1G01180-S-adenosyl-L-methionine-dependent methyltransferases superfamily protein S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0,PF13578-Methyltransferase domain,No
Potra2n11c22781,123.896374,-0.634229814,0.008158088,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q8GZA4|CBSX6_ARATH CBS domain-containing protein CBSX6 OS=Arabidopsis thaliana OX=3702 GN=CBSX6 PE=1 SV=1,0,AT4G27460-Cystathionine beta-synthase (CBS) family protein Cystathionine beta-synthase (CBS) family protein,0,0,No
Potra2n1c1868,589.7589655,-0.628759952,2.10E-05,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q9SY06|FAF1_ARATH Protein FANTASTIC FOUR 1 OS=Arabidopsis thaliana OX=3702 GN=FAF1 PE=2 SV=1,0,AT5G22090-FAF-like protein (DUF3049) FAF-like protein (DUF3049),0,PF11250-Fantastic Four meristem regulator,No
Potra2n16c30114,151.212499,-0.627675682,0.019970774,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q9LZ25|DRL30_ARATH Probable disease resistance protein At5g04720 OS=Arabidopsis thaliana OX=3702 GN=At5g04720 PE=2 SV=1,0,AT3G50950-HOPZ-ACTIVATED RESISTANCE 1 HOPZ-ACTIVATED RESISTANCE 1,GO:0043531-ADP binding,PF00931-NB-ARC domain;PF18052-Rx N-terminal domain,No
Potra2n2c5204,587.5448365,-0.627428384,9.49E-09,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q11087|PLC12_CAEEL Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase acl-12 OS=Caenorhabditis elegans OX=6239 GN=acl-12 PE=3 SV=1,2.3.1.51;2.3.1.51,AT1G75020-lysophosphatidyl acyltransferase 4 lysophosphatidyl acyltransferase 4,"GO:0016746-transferase activity, transferring acyl groups",PF16076-Acyltransferase C-terminus;PF01553-Acyltransferase,No
Potra2n514s35859,120.9039972,-0.626504879,0.048924247,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q9LQQ0|DIR25_ARATH Dirigent protein 25 OS=Arabidopsis thaliana OX=3702 GN=DIR25 PE=3 SV=1,0,AT3G13650-Disease resistance-responsive (dirigent-like protein) family protein Disease resistance-responsive (dirigent-like protein) family protein,0,PF03018-Dirigent-like protein,No
Potra2n3c7719,132.8728636,-0.61813578,0.003106189,KNO3_2h_vs_KCL_2h,Downregulated,sp|P19680|KPYK_SPICI Pyruvate kinase (Fragment) OS=Spiroplasma citri OX=2133 GN=pyk PE=3 SV=1,2.7.1.40;2.7.1.40;2.7.1.40,AT1G32440-plastidial pyruvate kinase 3 plastidial pyruvate kinase 3,GO:0003824-catalytic activity;GO:0004743-pyruvate kinase activity;GO:0000287-magnesium ion binding;GO:0006096-glycolytic process;GO:0030955-potassium ion binding,"PF02887-Pyruvate kinase, alpha/beta domain;PF00224-Pyruvate kinase, barrel domain",No
Potra2n5c12266,209.5750001,-0.602270233,0.000935249,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q750F0|YPI1_ASHGO Type 1 phosphatases regulator YPI1 OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) OX=284811 GN=YPI1 PE=3 SV=1,0,0,GO:0032515-negative regulation of phosphoprotein phosphatase activity;GO:0004865-protein serine/threonine phosphatase inhibitor activity,PF07491-Protein phosphatase inhibitor,No
Potra2n18c32771,324.7607379,-0.602048446,0.014951266,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q4KRV1|GPI8_PIG GPI-anchor transamidase OS=Sus scrofa OX=9823 GN=PIGK PE=2 SV=1,0,AT4G32940-gamma vacuolar processing enzyme gamma vacuolar processing enzyme,GO:0006508-proteolysis;GO:0008233-peptidase activity,PF01650-Peptidase C13 family,No
Potra2n15c27965,93.8138747,-0.599082618,0.019193785,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q57898|Y456_METJA Uncharacterized transporter MJ0456 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=MJ0456 PE=3 SV=1,0,AT1G02260-Divalent ion symporter Divalent ion symporter,GO:0016021-integral component of membrane;GO:0055085-transmembrane transport,PF03600-Citrate transporter,No
Potra2n17c31170,747.3618618,-0.598084031,0.000477146,KNO3_2h_vs_KCL_2h,Downregulated,sp|Q8H398|SPX6_ORYSJ SPX domain-containing protein 6 OS=Oryza sativa subsp. japonica OX=39947 GN=SPX6 PE=2 SV=2,0,AT5G15330-SPX domain-containing protein 4 SPX domain-containing protein 4,GO:0016036-cellular response to phosphate starvation,PF03105-SPX domain;PF03105-SPX domain,No
Potra2n14c27118,587.11083,-0.598053948,1.32E-09,KNO3_2h_vs_KCL_2h,Downregulated,"sp|Q5ASA5|SET2_EMENI Histone-lysine N-methyltransferase, H3 lysine-36 specific OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=set2 PE=3 SV=1",2.1.1.43,AT3G61740-SET domain protein 14 SET domain protein 14,GO:0005515-protein binding,PF00855-PWWP domain;PF13831-PHD-finger;PF13832-PHD-zinc-finger like domain;PF00856-SET domain;PF00628-PHD-finger,PHD
Potra2n13c25055,156.6743051,-0.595850556,0.002471054,KNO3_2h_vs_KCL_2h,Downregulated,None available,0,AT4G28240-Wound-responsive family protein Wound-responsive family protein,0,PF12609-Wound-induced protein,No
Potra2n6c15259,2273.930552,-0.590270987,1.84E-05,KNO3_2h_vs_KCL_2h,Downregulated,"sp|Q9FFU6|B561A_ARATH Cytochrome b561, DM13 and DOMON domain-containing protein At5g54830 OS=Arabidopsis thaliana OX=3702 GN=At5g54830 PE=2 SV=1",0,AT5G47530-Auxin-responsive family protein Auxin-responsive family protein,0,PF03188-Eukaryotic cytochrome b561;PF04526-Protein of unknown function (DUF568),No
